id,budget,revenue
127501,4600000,36751984
130150,18000000,14189810
130798,1300000,13465
133931,20000000,34454631
136418,23000000,13593473
141052,300000000,279049710
144340,13000000,18733666
145135,3500000,27704111
146198,20000000,25943792
146227,18000000,11813989
147767,5600000,14683763
152748,5000000,1075009
157354,900000,17549645
157843,36000000,1480089
164457,22000000,15434375
167073,11000000,62076141
172533,500000,407100
173224,250000,3234
174751,25000000,2976636
175528,8500000,22885836
175541,17500000,7285135
177494,6000000,3485383
180296,3000000,82780
184341,20000000,5032013
185008,8300000,50827466
186935,1000000,552614
188166,420000,435168
192132,1000000,1156309
192133,5000000,927074
192134,7000000,1857458
192210,3000000,47469
192577,30000000,143490
193613,18000000,9082906
198185,25000000,39217912
200505,25000000,29847480
201085,55000000,75466595
201088,70000000,19548419
204082,22000000,51695362
204922,22000000,19563579
207769,950000,78122
208869,10000000,552641
209263,8000000,25621449
209274,2600000,15298355
209403,10000000,7843145
209451,40000000,65282732
215211,30000000,25199891
215881,2000000,28864
222649,10000000,3168858
222936,37000000,24935799
225565,8000000,53068955
226458,25000,428923
227735,36000000,57824533
228203,17000000,45707924
232679,15000000,30138912
234212,3000000,4668109
235271,5000000,17499242
238603,13000000,42174545
239566,30000000,33339868
239573,35000000,12819501
239678,20000000,41296320
241257,20000000,14883495
241554,50000000,66961644
243938,14000000,12452601
244267,1000000,852399
244403,5000000,567219
244783,6000000,437089
245168,14000000,34044909
245700,14000000,25187026
245703,18000000,7680250
245846,10000000,161097
245916,5000000,6656705
246403,3000000,1857688
248774,1000000,3324070
250349,10000000,173613
252512,10000000,13423176
252680,5000000,10537341
253235,18000000,17762041
253306,1500000,236863
254473,28000000,73421224
254905,4000000,797439
255343,17000000,1973945
256274,5000000,41824066
256687,8000000,44197
256924,10000000,7501132
256962,20000000,17684355
259694,37000000,99595932
261392,28000000,30295076
262543,15000000,6775458
265177,4900000,17561100
265208,30000000,929157
266102,4000000,324218
266639,5000000,2368937
267193,35000000,28721408
268531,38000000,123298168
271331,30000000,168832
273477,15000000,15554855
275601,18000000,41148679
276905,18000000,27392195
279641,35000000,24915969
281778,20000000,774905
283350,3000000,483938
283445,10000000,54104225
284053,180000000,737573350
284296,12000000,25514848
286554,1600000,868081
287424,4500000,597989
290751,20000000,30808558
290825,5000000,2199
291270,8000000,5531455
291328,26700000,3871448
291854,2000000,6049171
294963,2000000,481525
295699,10000000,5437126
295964,20000000,32632668
301351,2000000,10166209
308266,50000000,83034523
308369,8000000,9266180
308639,7000000,18190831
309425,2300000,14305540
314402,9000000,7714549
316002,26000000,135436
316152,50000000,23152062
319910,15000000,3471
323272,3000000,73975239
324322,600000,7943
325133,35000000,108758521
325373,6840000,22273
327029,120000000,140845191
332411,18000000,309608
332979,16000000,6248077
333348,18000000,42167286
333371,5000000,108286422
334298,56000000,386096060
334521,10000000,3793754
334527,7000000,386744
335778,20000000,46164361
337844,15000000,214182
340945,40000000,1641255
341012,20000000,9537120
342521,15000000,20609977
347126,5000000,23565072
356905,7000000,10237229
357441,1000000,17721
361475,1100000,27561
367551,1000000,26
370755,5000000,10778217
371645,2500000,23238220
373314,11000000,2352511
376290,18000000,5911870
402529,45000000,54876855
403390,21000000,606162
407887,12700000,49196532
417644,25000000,23190697
417678,10000000,45858330
417830,22000000,35355942
418078,5000000,17387100
