n_estimators,max_depth,max_features,min_samples_split,min_samples_leaf,bootstrap,criterion,result
15,3,20,10,10,False,entropy,0.782749771103
20,3,20,10,10,False,entropy,0.783852966775
10,,1,2,1,False,entropy,0.834206765426
15,,1,2,1,False,entropy,0.866900467137
20,,1,2,1,False,entropy,0.858026661443
10,,1,3,1,False,entropy,0.843783477763
15,,1,3,1,False,entropy,0.869530733145
20,,1,3,1,False,entropy,0.85752628668
10,,1,5,1,False,entropy,0.851753772474
15,,1,5,1,False,entropy,0.863269788116
20,,1,5,1,False,entropy,0.858585999873
10,,1,10,1,False,entropy,0.837180785512
15,,1,10,1,False,entropy,0.852383081371
20,,1,10,1,False,entropy,0.857015428005
10,,1,2,3,False,entropy,0.610677661301
15,,1,2,3,False,entropy,0.670379122964
20,,1,2,3,False,entropy,0.668924341525
10,,1,3,3,False,entropy,0.640511506663
15,,1,3,3,False,entropy,0.733821614693
20,,1,3,3,False,entropy,0.706840303099
10,,1,5,3,False,entropy,0.648803792426
15,,1,5,3,False,entropy,0.658675582747
20,,1,5,3,False,entropy,0.705581382211
10,,1,10,3,False,entropy,0.690184953738
15,,1,10,3,False,entropy,0.669005587007
20,,1,10,3,False,entropy,0.692447110373
10,,1,2,10,False,entropy,0.590050263369
15,,1,2,10,False,entropy,0.685244444423
20,,1,2,10,False,entropy,0.603986984275
10,,1,3,10,False,entropy,0.592161705947
15,,1,3,10,False,entropy,0.613899765136
20,,1,3,10,False,entropy,0.63701005769
10,,1,5,10,False,entropy,0.580424208528
15,,1,5,10,False,entropy,0.634131250957
20,,1,5,10,False,entropy,0.656403073813
10,,1,10,10,False,entropy,0.577883435332
15,,1,10,10,False,entropy,0.661868600849
20,,1,10,10,False,entropy,0.621953982512
10,,3,2,1,False,entropy,0.864089837693
15,,3,2,1,False,entropy,0.867399815477
20,,3,2,1,False,entropy,0.871076393206
10,,3,3,1,False,entropy,0.859640377903
15,,3,3,1,False,entropy,0.87734369954
20,,3,3,1,False,entropy,0.876299393236
10,,3,5,1,False,entropy,0.860155462501
15,,3,5,1,False,entropy,0.878462721092
20,,3,5,1,False,entropy,0.878990254965
10,,3,10,1,False,entropy,0.85339290691
15,,3,10,1,False,entropy,0.856952370114
20,,3,10,1,False,entropy,0.881011922365
10,,3,2,3,False,entropy,0.74847106557
15,,3,2,3,False,entropy,0.769543250446
20,,3,2,3,False,entropy,0.79046637883
10,,3,3,3,False,entropy,0.744096292787
15,,3,3,3,False,entropy,0.785011440577
20,,3,3,3,False,entropy,0.780816288505
10,,3,5,3,False,entropy,0.75808844201
15,,3,5,3,False,entropy,0.769499735231
20,,3,5,3,False,entropy,0.795483882863
10,,3,10,3,False,entropy,0.750596068252
15,,3,10,3,False,entropy,0.772977331286
20,,3,10,3,False,entropy,0.780393618012
10,,3,2,10,False,entropy,0.712666515097
15,,3,2,10,False,entropy,0.731898448972
20,,3,2,10,False,entropy,0.726262752718
10,,3,3,10,False,entropy,0.677976435447
15,,3,3,10,False,entropy,0.732770233664
20,,3,3,10,False,entropy,0.748491055402
10,,3,5,10,False,entropy,0.708237557104
15,,3,5,10,False,entropy,0.75104686511
20,,3,5,10,False,entropy,0.743997152174
10,,3,10,10,False,entropy,0.749734011137
15,,3,10,10,False,entropy,0.728340897464
20,,3,10,10,False,entropy,0.729210063037
10,,10,2,1,False,entropy,0.876780500764
15,,10,2,1,False,entropy,0.902380665929
20,,10,2,1,False,entropy,0.896131264639
10,,10,3,1,False,entropy,0.885218538393
15,,10,3,1,False,entropy,0.900322611167
20,,10,3,1,False,entropy,0.899303053175
10,,10,5,1,False,entropy,0.895149435213
15,,10,5,1,False,entropy,0.901880768565
20,,10,5,1,False,entropy,0.909750499735
10,,10,10,1,False,entropy,0.890439410667
15,,10,10,1,False,entropy,0.894039323992
20,,10,10,1,False,entropy,0.896142646036
10,,10,2,3,False,entropy,0.852059595143
15,,10,2,3,False,entropy,0.850365624431
20,,10,2,3,False,entropy,0.858046240587
10,,10,3,3,False,entropy,0.848134529948
15,,10,3,3,False,entropy,0.849253322464
20,,10,3,3,False,entropy,0.855394137768
10,,10,5,3,False,entropy,0.84518345537
15,,10,5,3,False,entropy,0.851294854727
20,,10,5,3,False,entropy,0.858542286056
10,,10,10,3,False,entropy,0.848622410525
15,,10,10,3,False,entropy,0.854089968528
20,,10,10,3,False,entropy,0.853850455543
10,,10,2,10,False,entropy,0.810862657824
15,,10,2,10,False,entropy,0.828249542666
20,,10,2,10,False,entropy,0.821094434961
10,,10,3,10,False,entropy,0.814721841163
15,,10,3,10,False,entropy,0.821193588437
20,,10,3,10,False,entropy,0.819872121605
10,,10,5,10,False,entropy,0.809118935102
15,,10,5,10,False,entropy,0.822584917656
20,,10,5,10,False,entropy,0.828454906805
10,,10,10,10,False,entropy,0.819525492549
15,,10,10,10,False,entropy,0.818020169918
20,,10,10,10,False,entropy,0.829388824228
10,,15,2,1,False,entropy,0.876750921754
15,,15,2,1,False,entropy,0.903484570947
20,,15,2,1,False,entropy,0.896189610337
10,,15,3,1,False,entropy,0.881059671357
15,,15,3,1,False,entropy,0.905050095784
20,,15,3,1,False,entropy,0.909713465348
10,,15,5,1,False,entropy,0.907133415088
15,,15,5,1,False,entropy,0.907155365723
20,,15,5,1,False,entropy,0.908691521714
10,,15,10,1,False,entropy,0.891382287832
15,,15,10,1,False,entropy,0.899198328632
20,,15,10,1,False,entropy,0.90395450498
10,,15,2,3,False,entropy,0.859809856752
15,,15,2,3,False,entropy,0.873497827005
20,,15,2,3,False,entropy,0.8744571821
10,,15,3,3,False,entropy,0.859261100734
15,,15,3,3,False,entropy,0.870831476508
20,,15,3,3,False,entropy,0.879203979136
10,,15,5,3,False,entropy,0.867278416228
15,,15,5,3,False,entropy,0.879100343792
20,,15,5,3,False,entropy,0.865607461506
10,,15,10,3,False,entropy,0.853666329058
15,,15,10,3,False,entropy,0.867646042794
20,,15,10,3,False,entropy,0.870711164843
10,,15,2,10,False,entropy,0.835358039014
15,,15,2,10,False,entropy,0.833659399614
20,,15,2,10,False,entropy,0.839699885784
10,,15,3,10,False,entropy,0.826115445653
15,,15,3,10,False,entropy,0.832379584183
20,,15,3,10,False,entropy,0.839243777879
10,,15,5,10,False,entropy,0.826350972666
15,,15,5,10,False,entropy,0.828807960515
20,,15,5,10,False,entropy,0.843954016592
10,,15,10,10,False,entropy,0.830924944727
15,,15,10,10,False,entropy,0.828415089385
20,,15,10,10,False,entropy,0.832822720858
10,,20,2,1,False,entropy,0.887258669889
15,,20,2,1,False,entropy,0.904530648517
20,,20,2,1,False,entropy,0.910271169763
10,,20,3,1,False,entropy,0.899302217714
15,,20,3,1,False,entropy,0.903995881545
20,,20,3,1,False,entropy,0.904520583588
10,,20,5,1,False,entropy,0.90660584161
15,,20,5,1,False,entropy,0.906077309821
20,,20,5,1,False,entropy,0.914423975961
10,,20,10,1,False,entropy,0.899250187024
15,,20,10,1,False,entropy,0.901391886023
20,,20,10,1,False,entropy,0.900291591311
10,,20,2,3,False,entropy,0.876142998855
15,,20,2,3,False,entropy,0.879256685658
20,,20,2,3,False,entropy,0.882361657804
10,,20,3,3,False,entropy,0.878242230815
15,,20,3,3,False,entropy,0.871360687274
20,,20,3,3,False,entropy,0.884477004893
10,,20,5,3,False,entropy,0.890228880398
15,,20,5,3,False,entropy,0.877134296724
20,,20,5,3,False,entropy,0.882379411415
10,,20,10,3,False,entropy,0.870319580787
15,,20,10,3,False,entropy,0.877165091037
20,,20,10,3,False,entropy,0.873329987561
10,,20,2,10,False,entropy,0.834524542154
15,,20,2,10,False,entropy,0.840325793453
20,,20,2,10,False,entropy,0.843454966548
10,,20,3,10,False,entropy,0.837097816387
15,,20,3,10,False,entropy,0.839752080716
20,,20,3,10,False,entropy,0.841220099969
10,,20,5,10,False,entropy,0.837985170431
15,,20,5,10,False,entropy,0.8363308582
20,,20,5,10,False,entropy,0.841388686544
10,,20,10,10,False,entropy,0.830732089931
15,,20,10,10,False,entropy,0.842656176055
20,,20,10,10,False,entropy,0.844170262124
